GENE	Pre-sortedPrfGL117	Pre-sortedPrfXMG
MIR411	0.0	0.0
MIR412	0.0	0.0
MIR421	0.0	0.0
MIR423	0.0	0.0
MIR425	0.0	0.0
MIR429	0.0	0.0
MIR431	0.0	0.0
MIR432	0.0	0.0
MIR433	0.0	0.0
MIR448	0.0	0.0
MIR449A	0.0	0.0
MIR449B	0.0	0.0
MIR449C	0.0	0.0
MIR450B	0.0	0.0
MIR452	0.0	0.0
MIR455	0.0	0.0
MIR466	0.0	0.0
MIR4660	0.0	0.0
MIR483	0.0	0.0
MIR484	0.0	0.0
MIR485	0.0	0.0
MIR487B	0.0	0.0
MIR488	0.0	0.0
MIR489	0.0	0.0
MIR490	0.0	0.0
MIR491	0.0	0.0
MIR493	0.0	0.0
MIR494	0.0	0.0
MIR495	0.0	0.0
MIR496	0.0	0.0
MIR497	0.0	0.0
MIR501	0.0	0.0
MIR503	0.0	0.0
MIR504	0.0	0.0
MIR505	0.0	0.0
MIR5100	0.0	0.0
MIR511	0.0	0.0
MIR532	0.0	0.0
MIR539	0.0	0.0
MIR541	0.0	0.0
MIR542	0.0	0.0
MIR543	0.0	0.0
MIR551B	0.0	0.0
MIR568	0.0	0.0
MIR574	0.0	0.0
MIR582	0.0	0.0
MIR592	0.0	0.0
MIR598	0.0	0.0
MIR599	0.0	0.0
MIR615	0.0	0.0
MIR653	0.0	0.0
MIR654	0.0	0.0
MIR665	0.0	0.0
MIR668	0.0	0.0
MIR670	0.0	0.0
MIR671	0.0	3.64193e-06
MIR675	0.0	0.0
MIR676	0.0	0.0
MIR708	0.0	0.0
MIR7-1	0.0	0.0
MIR711	0.0	0.0
MIR718	0.0	0.0
MIR7-2	0.0	0.0
MIR744	0.0	0.0
MIR758	0.0	0.0
MIR759	0.0	0.0
MIR760	0.0	0.0
MIR761	0.0	0.0
MIR762	0.0	0.0
MIR764	0.0	0.0
MIR767	0.0	0.0
MIR770	0.0	0.0
MIR802	0.0	0.0
MIR873	0.0	0.0
MIR874	0.0	0.0
MIR875	0.0	0.0
MIR876	0.0	0.0
MIR877	0.0	0.0
MIR9-1	0.0	0.0
MIR9-2	0.0	0.0
MIR92B	0.0	0.0
MIR93	0.0	0.0
MIR9-3	0.0	0.0
MIR96	0.0	0.0
MIR98	0.0	0.0
MIR99A	0.0	0.0
MIR99B	0.0	0.0
MIRLET7B	0.0	0.0
MIRLET7D	0.0	0.0
MIRLET7E	0.0	0.0
MIRLET7G	0.0	0.0
MIRLET7I	0.0	0.0
MIS12	9.31753	13.5647
MIS18A	28.5045	29.4815
MIS18BP1	3.22368	5.21091
MISP	0.178319	0.133526
MITD1	15.7057	20.5113
MITF	1.29155	0.831339
MIXL1	0.0	0.0
MKI67	31.541	62.6886
MKKS	4.51521	5.90622
MKL1	18.0039	15.3347
MKL2	1.51084	1.50982
MKLN1	10.6729	12.5488
MKNK1	23.2138	21.1304
MKNK2	87.2405	98.2387
MKRN1	39.8009	71.547
MKRN2	8.07442	7.89693
MKRN3	0.015564	0.03966
MKS1	3.83583	2.03832
MKX	0.0	0.0
MLANA	0.186979	0.0
MLC1	0.0	0.0
MLEC	36.599	60.1081
MLF1	0.819318	1.49592
MLF2	80.6189	94.4659
MLH1	8.64486	10.5493
MLH3	1.4021	1.82633
MLIP	0.0	0.0
MLKL	17.0854	13.3242
MLLT1	11.4324	13.4435
MLLT10	8.28916	8.60016
MLLT11	2.88921	2.85081
MLLT3	7.10365	10.2116
MLLT6	19.4813	15.9451
MLPH	0.0234819	0.0146751
MLST8	5.76566	7.31788
MLX	23.6725	31.2218
MLXIP	20.9922	9.7662
MLXIPL	0.040609	0.135269
MLYCD	11.2018	8.38585
MMAA	1.42594	1.81949
MMAB	3.1958	3.59285
MMACHC	3.13179	5.13455
MMADHC	41.6576	47.9447
MMD	14.1274	16.914
MMD2	0.0	0.0185245
MME	0.0154588	0.0
MMEL1	0.092129	0.414003
MMGT1	4.98536	5.77886
MMP10	0.129409	0.225163
MMP11	0.906537	0.421143
MMP12	0.0719074	3.09967
MMP13	0.113304	0.56708
MMP14	16.9247	12.2247
MMP15	0.0604556	0.106952
MMP16	0.0	0.00863093
MMP17	0.126985	0.207968
MMP19	2.7912	1.20264
MMP1	0.0	0.0
MMP2	0.144249	0.07433
MMP20	0.0	0.0
MMP21	0.0	0.0
MMP23B	0.213013	0.245706
MMP24	0.0	0.00908956
MMP25	5.00947	4.98094
MMP27	0.0514198	0.108993
MMP28	0.0146804	0.11401
MMP3	0.0	0.0806954
MMP7	0.109269	0.0
MMP8	54.0252	21.331
MMP9	42.6984	24.4806
MMRN1	0.053687	0.0222167
MMRN2	0.0348363	0.28277
MMS19	18.9135	16.5976
MMS22L	5.53584	8.426
MN1	0.0268344	0.0207617
MNAT1	6.37053	5.86005
MND1	3.47904	4.45294
MNDA	21.1638	16.7819
MNS1	7.39551	23.0393
MNT	9.28579	7.11418
MNX1	0.0	0.0
MOAP1	0.654651	0.415942
MOB1A	20.9525	25.5654
MOB1B	1.84643	1.7595
MOB2	19.7764	19.5081
MOB3A	40.8083	43.9966
MOB3B	0.75619	0.804728
MOB3C	6.51119	5.68699
MOB4	9.36826	8.89482
MOBP	0.0	0.0
MOCOS	3.34643	3.76294
MOCS1	17.472	13.5947
MOCS2	14.2514	11.9791
MOCS3	5.8728	6.51648
MOG	0.0	0.0
MOGAT1	0.0632628	0.0406854
MOGAT2	0.292518	1.96874
MOGS	37.3326	58.2727
MON1A	9.47044	10.0192
MON1B	5.67572	6.37166
MON2	7.46694	7.48982
MORC1	0.0	0.0217529
MORC2	10.3422	9.03739
MORC3	14.4584	13.451
MORC4	0.0	0.0268183
MORF4L1	110.651	110.662
MORF4L2	61.229	71.8593
MORN1	0.318385	0.472998
MORN2	1.84372	3.26722
MORN3	0.175932	0.0383872
MORN4	0.639957	0.701191
MORN5	0.0	0.0564056
MOS	0.0	0.0
MOSPD1	6.85778	6.40201
MOSPD2	5.55873	3.0805
MOSPD3	34.6691	39.6304
MOV10	10.1777	16.0922
MOV10L1	0.0	0.0
MOXD1	0.0	0.0
MPC1	40.0673	40.0228
MPC2	37.4526	39.0067
MPDU1	50.6045	40.945
MPDZ	0.0	0.0139729
MPEG1	228.417	81.5698
MPG	12.7858	10.7469
MPHOSPH10	12.0811	17.176
MPHOSPH6	25.7713	27.486
MPHOSPH8	4.90348	6.5851
MPHOSPH9	2.12915	2.88812
MPI	4.40394	7.52501
MPL	0.183905	0.131371
MPLKIP	4.1593	5.30119
MPND	21.0433	23.1961
MPO	89.6436	336.517
MPP1	32.5699	46.7357
MPP2	0.574186	3.12655
MPP3	0.01014	0.0259321
MPP4	0.0761152	0.0154133
MPP5	1.17936	1.37519
MPP6	20.2581	24.2686
MPP7	0.850601	1.43399
MPPE1	14.2544	13.3565
MPPED1	0.0	0.0
MPPED2	0.0	0.0
MPRIP	10.324	8.59771
MPST	23.3603	32.5777
MPTX1	0.0	0.0
MPV17	7.96349	8.76604
MPV17L	0.797268	0.846879
MPV17L2	25.6646	26.177
MPZ	0.0168732	0.043288
MPZL1	0.581792	1.48447
MPZL2	0.0961198	0.148938
MPZL3	1.13454	1.67242
MR1	3.32083	2.14098
MRAP	7.69462	0.745452
MRAP2	0.0320493	0.0
MRAS	0.378314	0.468609
MRC1	2.61906	3.03769
MRC2	0.353751	0.665352
MRE11	6.96005	10.4321
MREG	2.29028	3.56182
MRFAP1	86.8172	126.556
MRGBP	9.58315	7.74585
MRGPRX3	0.0	0.0
MRGPRX2	0.0	0.012252
MRGPRX1	0.0202388	0.0
MRGPRD	0.0	0.0
MRGPRE	1.94509	1.12274
MRGPRF	0.0	0.0
MRGPRG	0.0	0.0
MRI1	12.7122	14.9831
MRM1	6.30631	8.75209
MRO	0.0	0.0
MROH1	9.14639	7.02948
MROH2A	0.900172	1.20856
MROH2B	0.0	0.0
MROH5	0.0	0.0
MROH6	0.0585981	0.0884479
MROH7	0.0121017	0.0
MROH8	0.136263	0.0747293
MROH9	0.0	0.0
MRPL1	5.81119	6.80362
MRPL10	34.324	42.0866
MRPL11	9.93506	9.67807
MRPL12	67.8778	90.2844
MRPL13	61.4253	73.1162
MRPL14	24.3755	31.6543
MRPL15	11.1647	17.707
MRPL16	33.1863	36.4322
MRPL17	5.75024	7.31781
MRPL18	67.5961	91.157
MRPL19	7.19433	7.98987
MRPL2	45.5224	38.9414
MRPL20	99.589	113.079
MRPL21	18.7473	24.3556
MRPL22	28.2277	34.9021
MRPL23	75.9086	71.2681
MRPL24	34.4375	37.7864
MRPL27	39.9751	38.7119
MRPL28	35.5519	49.7794
MRPL3	30.2284	29.4846
MRPL30	89.6006	98.7001
MRPL32	27.4315	37.166
MRPL33	119.193	130.715
MRPL34	45.5937	53.2904
MRPL35	7.39779	8.42759
MRPL36	52.7817	60.9307
MRPL37	31.4875	37.8529
MRPL38	19.6763	25.6347
MRPL39	14.593	22.2745
MRPL4	50.7909	57.9817
MRPL40	30.2969	39.4451
MRPL41	8.16122	10.7332
MRPL42	74.8749	91.1734
MRPL43	42.5385	39.9268
MRPL44	22.1655	25.535
MRPL45	15.3491	19.3556
MRPL46	22.6393	25.3163
MRPL47	15.875	18.0448
MRPL48	28.9734	35.0758
MRPL49	12.9294	21.8017
MRPL50	9.75383	12.6676
MRPL51	40.574	56.8015
MRPL52	175.155	186.675
MRPL53	26.3936	36.0163
MRPL54	75.5747	93.6411
MRPL55	23.929	25.2999
MRPL9	34.0772	33.2327
MRPS10	20.9877	25.4745
MRPS11	17.3651	22.097
MRPS12	39.0591	54.2989
MRPS14	23.3121	25.994
MRPS15	35.8686	53.5808
MRPS16	99.3029	114.225
MRPS17	26.3008	28.7523
MRPS18A	34.1674	40.0112
MRPS18B	33.0293	44.3301
MRPS18C	74.174	85.5313
MRPS2	13.7778	16.9995
MRPS21	77.8887	109.153
MRPS22	11.4129	15.7764
MRPS23	41.0878	40.5047
MRPS24	34.6857	42.1912
MRPS25	8.14454	9.10425
MRPS26	46.7453	49.3623
MRPS27	10.8534	12.118
MRPS28	45.1337	51.1631
MRPS30	26.0076	28.2764
MRPS31	8.97405	9.36444
MRPS33	35.1559	43.2365
MRPS34	44.7916	41.5772
MRPS35	22.8345	23.4985
MRPS36	31.3252	47.2125
MRPS5	22.6435	29.0184
MRPS6	15.8263	31.4454
MRPS7	31.6162	42.4898
MRPS9	32.5722	26.3893
MRRF	4.57088	7.9088
MRS2	4.19782	6.02789
MRTO4	37.862	55.4468
MRVI1	0.167061	0.0989406
MS4A1	51.4657	42.2956
MS4A10	0.0	0.0
MS4A13	0.0	0.0
MS4A15	0.0192649	0.0
MS4A18	0.0	0.0
MS4A2	0.657812	1.56316
MS4A3	31.7715	67.8896
MS4A5	0.0	0.0
MS4A6A	71.2518	49.5052
MS4A7	6.76514	2.87557
MS4A8	28.7542	5.09101
MSANTD1	0.359103	0.395318
MSANTD2	4.84721	5.06261
MSANTD3	4.26993	3.56278
MSANTD4	4.61196	5.01072
MSC	0.583319	0.85865
MSGN1	0.0710551	0.0
MSH2	14.1943	19.6749
MSH3	7.16902	6.62541
MSH4	0.0291021	0.0
MSH5	0.871287	0.706589
MSH6	11.2081	15.8134
MSI1	0.0204792	0.0
MSI2	13.7542	10.8767
MSL1	19.4535	20.4176
MSL2	12.1975	12.7323
MSL3	13.2709	16.0058
MSLN	0.0127964	0.0162799
MSLNL	0.0535996	0.0
MSMB	0.0	0.0988108
MSMP	4.0584	2.81985
MSN	170.624	152.738
MSR1	14.0185	8.50045
MSRA	20.4361	19.8318
MSRB1	196.73	158.869
MSRB2	2.4241	4.4476
MSRB3	0.13221	0.255766
MSS51	1.26549	1.20819
MST1	0.900567	1.28642
MST1R	0.230071	0.167868
MSTN	0.0	0.0
MSTO1	15.9297	16.6905
MSX1	0.0	0.0
MSX2	0.0355689	0.0
MT3	12.8958	17.4791
MT4	0.0	0.0
MTA1	28.0476	30.731
MTA2	77.853	84.5057
MTA3	29.1947	29.481
MTAP	14.7429	18.7094
MTBP	6.66685	9.16682
MTCH1	53.8864	62.6296
MTCH2	29.669	39.7249
MTCP1	6.53739	9.86905
MTDH	42.4744	35.0035
MTERF1	1.91778	2.10138
MTF1	3.51708	4.04999
MTF2	6.3271	7.91337
MTFMT	7.67676	7.85701
MTFP1	2.26266	5.79382
MTFR1	7.12086	15.7341
MTFR1L	25.2038	20.9777
MTFR2	7.68852	11.4019
MTG1	8.44558	9.62392
MTG2	6.72075	9.26446
MTHFD1	21.3207	41.5393
MTHFD1L	18.067	24.6022
MTHFD2	25.2512	41.2438
MTHFD2L	0.37137	0.621901
MTHFR	4.76943	4.82799
MTHFS	6.59751	6.816
MTHFSD	6.22019	8.65379
MTIF2	7.87135	9.42111
MTIF3	3.13562	3.10536
TESMIN	0.886529	0.305661
MTM1	3.90351	2.00096
MTMR1	9.91523	8.93603
MTMR10	1.70017	1.06532
MTMR11	0.249243	0.110112
MTMR12	8.79502	7.99095
MTMR14	15.056	14.2154
MTMR2	14.7542	12.0165
MTMR3	24.5908	22.8585
MTMR4	8.69442	10.2604
MTMR6	17.1816	13.7751
MTMR7	0.241443	0.364956
MTMR9	8.75614	9.76236
MTNR1A	0.0	0.0
MTNR1B	0.0	0.0
MTO1	6.09316	8.95289
MTOR	4.59891	4.92339
MTPAP	9.83261	8.96011
MTPN	36.0171	38.8937
MTR	4.79632	6.22669
MTRF1	2.76268	3.45509
MTRF1L	2.65	3.59865
MTRR	4.1555	5.07773
MTSS1	6.4509	5.10233
MTSS1L	0.107299	0.0968147
MTTP	0.514744	0.477022
MTURN	1.08528	0.857131
MTUS1	6.28339	6.85807
MTUS2	0.204358	0.165057
MTX1	29.9094	27.288
MTX2	22.8526	26.5967
MTX3	1.72105	1.18806
MUC1	0.566341	0.530426
MUC13	2.87943	2.74647
MUC15	0.0	0.0
MUC19	0.00306415	0.0
MUC2	0.0117014	0.00495247
MUC20	0.164654	0.191871
MUC4	0.0292324	0.0374118
MUC5AC	0.0	0.0
MUC5B	0.0	0.0
MUC6	0.0415551	0.0184668
MUCL1	0.0	0.0
MUL1	6.19775	5.66564
MUM1	7.83799	9.44319
MUM1L1	0.00765334	0.00946902
CAVIN4	0.0136932	0.0
MUS81	6.67586	10.2793
MUSK	0.0	0.0
MUSTN1	0.650394	0.596793
MUT	3.76193	5.74065
MUTYH	5.40148	3.75096
MVB12A	52.08	49.309
MVB12B	4.14386	5.50183
MVD	8.08145	9.65168
MVK	5.04008	5.30229
MVP	38.5407	32.1581
MX1	18.4959	18.3686
MX2	2.40783	3.96733
MXD1	20.8635	23.1816
MXD3	13.0772	21.2216
MXD4	17.8074	16.2298
MXI1	5.73383	10.5185
MXRA7	0.0158038	0.101036
MXRA8	0.837793	1.03654
MYADM	19.3325	28.4736
MYADML2	0.768185	0.580618
MYB	11.3731	23.1523
MYBBP1A	45.6291	53.8744
MYBL1	0.321846	0.232037
MYBL2	14.9218	23.7581
MYBPC1	0.125351	0.0239302
MYBPC2	1.41234	0.170195
MYBPC3	0.2596	0.198255
MYBPH	0.0586847	0.0371393
MYBPHL	0.0	0.0
MYC	36.0643	55.8834
MYCBP	8.78802	11.8206
MYCBP2	8.09612	7.02714
MYCBPAP	0.0713959	0.0225347
MYCL	1.19158	1.15027
MYCN	0.0961707	0.0884429
MYCT1	0.0841764	0.227929
MYD88	62.8988	61.4777
MYEF2	7.78055	10.2074
MYF5	0.0	0.0
MYF6	0.0	0.0
C12orf10	19.9022	25.9886
MYH1	0.0	0.0
MYH10	0.751469	2.38493
MYH11	0.0105214	0.0175586
MYH13	0.0	0.0
MYH14	0.0	0.0
MYH15	0.0	0.00934493
MYH2	0.0	0.0
MYH3	0.0341261	0.0335986
MYH4	0.0	0.0
MYH6	0.0	0.0
MYH7	0.0	0.00505392
MYH7B	0.00894383	0.0172295
MYH8	0.0	0.0
MYH9	77.9911	90.1793
MYL1	0.0378949	0.191688
MYL10	0.222453	0.141853
MYL12A	129.164	174.175
MYL12B	277.845	259.864
MYL2	0.0	0.0
MYL3	0.0	0.0
MYL4	13.7738	11.0635
MYL6	442.341	637.343
MYL6B	2.14008	3.9486
MYL7	0.0571915	0.0717069
MYL9	0.939922	1.07921
MYLIP	17.6976	10.0468
MYLK	0.0763718	0.20775
MYLK2	0.0441557	0.0675937
MYLK3	0.526403	3.68994
MYLK4	0.0117095	0.00731269
MYLPF	2.99892	6.01532
MYNN	3.63818	4.4091
MYO10	1.93263	1.09545
MYO15A	0.0143517	0.00456454
MYO16	0.021079	0.0266513
MYO18A	7.84568	8.59116
MYO18B	0.0562059	0.0754837
MYO19	1.60783	2.70681
MYO1A	0.0634676	0.153409
MYO1B	0.179088	0.218078
MYO1C	27.4813	18.8107
MYO1D	1.44914	4.66898
MYO1E	7.92223	6.80298
MYO1F	44.767	50.2644
MYO1G	77.8005	81.454
MYO1H	0.694756	0.359312
MYO3A	0.0	0.0
MYO3B	0.195827	0.128459
MYO5A	6.26097	5.30659
MYO5B	0.0298017	0.033069
MYO5C	0.0703246	0.0148028
MYO6	0.158859	0.285877
MYO7A	4.64207	2.88386
MYO7B	0.0	0.0
MYO9A	1.11758	0.947146
MYO9B	17.7056	15.9073
MYOC	0.0	0.0
MYOCD	0.0	0.0
MYOD1	0.0	0.0
MYOF	14.5387	4.10509
MYOG	0.0	0.0
MYOM1	0.170096	0.1417
MYOM2	0.0	0.0198062
MYOM3	0.0	0.00582176
MYOT	0.0	0.0
MYOZ1	0.0652454	0.0279623
MYOZ2	0.0	0.0
MYOZ3	0.0178639	0.0
MYPN	0.0	0.00653902
MYPOP	0.607955	1.06293
MYRF	0.0246875	0.0439652
MYRFL	0.0	0.0223498
MYRIP	0.0	0.0
MYSM1	3.20058	2.39363
MYT1	0.00506094	0.0
MYT1L	0.0	0.0
MYZAP	1.78983	1.50972
MZB1	713.23	613.385
MZF1	0.14422	0.126382
MZT1	13.181	13.7894
MZT2A	11.6292	11.1122
N4BP1	17.3536	13.8209
N4BP2	1.09436	1.38998
N4BP2L1	14.1922	8.95186
N4BP2L2	5.50067	6.21926
N4BP3	3.12921	3.09981
N6AMT1	5.61042	4.43811
NAA10	58.4113	71.5928
NAA11	0.0	0.0
NAA15	10.3608	13.2135
NAA16	3.99557	5.47907
NAA20	36.7439	44.4535
NAA25	10.208	10.4281
NAA30	3.10353	3.2736
NAA35	12.2666	14.1687
NAA38	44.0816	63.0042
NAA40	17.6265	23.3598
NAA50	13.8249	20.0202
NAA60	39.4531	39.534
NAAA	71.8425	54.5484
NAALAD2	0.0230199	0.043247
NAALADL1	0.247635	0.50043
NAB1	15.183	19.313
NAB2	9.11892	9.28852
NABP1	7.45914	14.0575
NABP2	45.6428	45.9402
NACA	493.511	540.066
NACAD	0.0726937	0.144897
NACC1	26.4863	29.8632
NACC2	2.14384	0.98848
NADK	55.0898	50.1159
NADK2	5.96939	11.6706
NADSYN1	3.36314	3.43256
NAE1	11.4763	13.5081
NAF1	3.74514	4.95621
NAGA	35.4865	20.5736
NAGK	10.8811	9.20741
NAGLU	13.3482	9.20777
NAGPA	14.454	18.8144
NAGS	0.0686252	0.890362
NAIF1	1.10113	1.39416
NAIP	6.77813	5.84795
NALCN	0.0	0.0
NAMPT	41.062	28.8668
NANOG	0.137617	0.0584601
NANOS1	0.864816	1.22419
NANOS2	0.0	0.0
NANOS3	0.154897	0.131643
NANP	7.16476	10.7797
NANS	50.749	63.844
NAP1L1	209.576	225.783
NAP1L2	0.0640416	0.0160659
NAP1L3	0.212782	0.23604
NAP1L4	43.522	57.9695
NAP1L5	0.0	0.0231288
NAPA	41.4621	44.7126
NAPB	0.0745126	0.0208043
NAPEPLD	0.687762	0.987534
NAPG	8.65731	7.56405
NAPSA	171.186	132.182
NARF	6.11862	12.1103
NARFL	9.71216	8.95946
NARS	58.0004	78.2849
NARS2	2.04683	2.76407
NASP	43.7924	62.7983
NAT1	0.0	0.0
NAT10	15.6872	18.0903
NAT14	0.424552	0.782942
NAT2	5.76121	5.7865
NAT6	6.59445	8.93366
NAT8	0.0416519	0.0
NAT8L	0.274226	0.203014
NAT9	9.85119	8.02258
NAV1	0.281953	0.595868
NAV2	0.240719	0.276658
NAV3	0.0	0.0
NBAS	6.72054	7.45446
NBEA	0.0271734	0.0580596
NBEAL1	0.165179	0.180205
NBEAL2	13.4391	14.5381
NBL1	0.318759	0.0616271
NBN	6.36423	9.09822
NBR1	14.3033	15.9429
NCALD	3.30484	4.81712
NCAM1	0.0468856	0.239164
NCAM2	0.0	0.0
NCAN	0.00781834	0.0149203
NCAPD2	40.5335	58.6154
NCAPD3	8.2978	13.2225
NCAPG	10.1924	17.514
NCAPG2	5.83181	8.75169
NCAPH	20.8347	35.1625
NCAPH2	47.0149	53.8612
NCBP1	21.9732	33.7548
NCBP2	12.0512	23.2793
NCCRP1	1.38859	1.95897
NCDN	13.9707	13.2098
NCEH1	7.86552	5.34488
NCF1	78.4014	88.715
NCF2	56.6166	44.1599
NCF4	63.2559	61.3257
NCK1	8.38178	14.7002
NCK2	6.24154	6.06694
NCKAP1	1.00537	1.88559
NCKAP1L	61.6596	54.1126
NCKAP5	0.0	0.0
NCKAP5L	2.49238	1.16263
NCKIPSD	5.88158	4.55926
NCL	94.6828	112.173
NCLN	44.3767	39.1191
NCMAP	0.186834	0.130995
NCOA1	7.22908	4.75052
NCOA2	6.52654	5.16817
NCOA3	11.7593	10.4415
NCOA4	26.9566	40.7458
NCOA5	12.8425	14.9415
NCOA6	6.96724	6.08301
NCOA7	4.98297	7.4757
NCOR1	12.391	15.4103
NCOR2	9.08043	8.31913
NCR1	0.343274	0.0756639
NCS1	0.149512	0.354517
NCSTN	42.019	36.3843
NDC1	7.93784	13.5659
NDC80	10.852	19.3591
NDE1	25.7172	36.8063
NDEL1	18.4135	20.7668
NDFIP1	105.953	108.629
NDFIP2	14.2353	15.4471
NDN	0.0847978	0.0539809
NDNF	0.124128	0.105734
NDOR1	14.33	10.6587
NDP	0.0	0.0
NDRG1	7.65004	9.40649
NDRG2	1.67602	2.33772
NDRG3	11.013	14.9022
NDRG4	0.214861	0.271385
NDST1	10.8326	7.27773
NDST2	13.1645	10.3516
NDST3	0.0164288	0.0204991
NDST4	0.0	0.0
NDUFA1	174.606	156.67
NDUFA10	66.8679	66.7386
NDUFA11	16.739	17.1011
NDUFA12	90.0011	130.602
NDUFA13	90.3088	94.7888
NDUFA2	120.666	134.316
NDUFA3	247.142	290.411
NDUFA4	242.355	280.619
NDUFA4L2	0.571196	0.583523
NDUFA5	62.4771	75.2047
NDUFA6	124.613	119.17
NDUFA7	126.689	120.25
NDUFA8	83.0502	87.1854
NDUFA9	53.5915	67.3464
NDUFAB1	37.5554	54.1771
NDUFAF1	9.53573	13.2845
NDUFAF2	12.4893	15.9592
NDUFAF3	15.1784	22.1093
NDUFAF4	3.07338	4.05351
NDUFAF5	2.61241	3.6598
NDUFAF6	3.00518	4.39896
NDUFAF7	8.19624	10.1181
NDUFB10	98.5539	100.866
NDUFB11	169.16	163.069
NDUFB2	66.161	85.7301
NDUFB3	90.123	106.854
NDUFB4	90.7649	99.271
NDUFB5	69.3072	72.7845
NDUFB6	71.534	79.9203
NDUFB7	183.088	199.081
NDUFB8	145.896	162.028
NDUFB9	133.496	161.251
NDUFC1	76.7424	101.658
NDUFC2	84.57	94.5629
NDUFS1	25.5939	30.1102
NDUFS2	78.8577	86.7088
NDUFS3	110.604	103.525
NDUFS4	38.4358	36.3857
NDUFS5	59.3725	76.4796
NDUFS6	97.3624	109.953
NDUFS7	95.6516	98.2294
NDUFS8	112.871	111.637
NDUFV1	60.6182	62.3999
NDUFV2	62.5317	68.7772
NDUFV3	101.157	111.089
NEAT1	67.023	74.4874
NEB	0.133192	0.104534
NEBL	0.215859	0.0852255
NECAB1	0.0	0.0
NECAB2	0.0163939	0.0
NECAB3	0.196089	0.475747
NECAP1	8.70614	7.85818
NECAP2	54.3532	58.4068
NEDD1	6.10192	8.49352
NEDD4	7.70675	16.0781
NEDD4L	1.6171	1.43603
NEDD8	150.069	163.87
NEDD9	18.4841	17.3535
NEFH	2.19759	4.75524
NEFL	0.0	0.0
NEFM	0.0	0.00899175
NEGR1	0.0277634	0.0169924
NEIL1	15.1902	10.7864
NEIL2	0.63935	0.551246
NEIL3	6.72882	13.1834
NEK1	1.07859	2.0721
NEK10	0.0176044	0.0
NEK11	0.0	0.0
NEK2	16.377	21.8256
NEK3	1.06248	1.55001
NEK4	1.67684	2.18754
NEK5	0.0	0.0
NEK6	8.44123	4.83981
NEK7	22.8793	20.6152
NEK8	3.12766	3.57325
NEK9	19.2033	16.094
NELFA	18.4884	22.7771
NELFB	25.6702	29.3732
NELFCD	21.8447	26.0885
NELFE	19.8008	26.9425
NELL1	0.0	0.0
NELL2	0.0	0.0
NEMF	12.0418	12.7806
NENF	13.6175	14.1054
NEO1	0.0658533	0.0622638
NES	0.138067	0.192696
NET1	7.78707	12.2688
NETO1	0.0	0.0
NETO2	0.300138	0.577632
NEU1	15.9982	15.3659
NEU2	0.0	0.0
NEU3	1.57763	2.11532
NEU4	0.0134919	0.0
NEURL1	0.0748982	0.0730384
NEURL1B	0.606177	0.731709
NEURL2	2.24255	1.60474
NEURL3	33.6737	18.086
NEURL4	6.82094	7.42869
NEUROD1	0.0	0.0
NEUROD2	0.0	0.0
NEUROD4	0.0	0.0
NEUROD6	0.0	0.0
NEUROG1	0.0	0.0
NEUROG2	0.0	0.0
NEUROG3	0.0	0.0
NEXN	0.0464908	0.0230348
NF1	1.54954	1.17363
NF2	11.48	14.0331
NFAM1	21.3594	18.7264
NFASC	0.00821852	0.0
NFAT5	2.56955	2.4981
NFATC1	31.8885	34.7024
NFATC2	5.67584	5.60145
NFATC2IP	5.67789	7.38745
NFATC3	19.9585	21.6576
NFATC4	0.0	0.0
NFE2	22.3217	50.873
NFE2L1	18.4556	20.4477
NFE2L2	23.0584	27.3733
NFE2L3	0.0254363	0.0160565
NFIA	0.375772	0.757591
NFIB	0.00385144	0.0240926
NFIC	6.94562	5.67399
NFIL3	14.5861	13.9745
NFIX	3.24575	3.68232
NFKB1	37.67	37.0784
NFKB2	26.4729	35.2584
NFKBIA	107.344	78.6256
NFKBIB	28.1419	26.2175
NFKBID	11.7904	10.6619
NFKBIE	20.7985	19.8247
NFKBIL1	15.6766	11.6576
NFKBIZ	8.07626	8.88348
NFRKB	11.2188	7.83896
NFS1	15.9939	20.9571
NFU1	34.1758	36.7828
NFX1	13.7692	13.5449
NFXL1	8.67979	7.11095
NFYA	10.2897	17.7335
NFYB	14.5102	21.0444
NFYC	26.3861	30.7496
NGB	0.0619855	0.159413
NGDN	41.7044	45.6288
NGEF	0.0	0.0125621
NGF	0.0	0.0378571
NGFR	0.135978	0.161356
NGLY1	14.296	15.1215
NGRN	15.0446	16.7825
NHEJ1	4.80146	6.285
NHLH1	0.0	0.0
NHLH2	0.0	0.0
NHLRC1	0.218677	0.29779
NHLRC2	4.99327	6.03561
NHLRC3	5.04564	2.42047
NHLRC4	0.0287864	0.464213
NHP2	65.1293	85.7019
NHS	0.0	0.0
NHSL1	0.072057	0.0267005
NHSL2	1.07731	1.25651
NICN1	1.33901	1.30187
NID1	0.264532	0.713413
NID2	0.198738	0.354114
NIF3L1	8.43745	9.88021
NIFK	27.7293	33.696
NIN	7.57838	7.04869
NINJ1	54.8966	26.8555
NINJ2	1.06667	0.960648
NINL	0.21904	1.26112
NIP7	12.7046	15.6624
NIPA1	1.03652	3.53633
NIPA2	15.4835	13.8095
NIPAL1	0.254754	0.230588
NIPAL2	0.0	0.0
NIPAL3	9.00451	9.46682
NIPAL4	0.0933336	0.0636289
NIPBL	6.77119	6.10023
NIPSNAP1	7.38365	7.13132
NIPSNAP3A	0.0	0.0
