Gene	PrfGL117HostGeneTPM	Prf XMG host Gene TPM
CTGF	0.0	0.0
GRIA1	0.0	0.0
SRP54	96.08384	95.219469
VAPB	37.6634	37.0442
GPR25	0.302291	1.80519
MRPL14	28.508123	45.025403
MAP2K5	22.605616	23.195118
PDCD2L	19.105938	17.073669
ST3GAL5	1.468652	7.02901
TGM4	0.695163	0.434554
NRXN3	0.0	0.0
CDK16	44.283861	26.98787
ADAMTS16	0.0	0.0
YBX1	717.786198	838.069239
PROCR	0.195477	0.2791679
IQCM	0.0406627	0.0
KDM2B	49.148795	44.24695
UFM1	50.449746	43.935301
MERTK	0.0	0.0473198
POU2F3	0.0	0.0
SERTAD1	26.84131	23.1687
MOB3B	0.400595	0.563871
PSMC3IP	24.457452	22.436813
RDH12	13.796599	13.608149
ATXN1	22.654444	15.2116880226
C14orf159	12.495769	16.967369
CCDC117	10.7213	12.4112
FASN	57.550935	79.295085
ASXL2	21.970859	17.9392492
ARHGDIG	2.53836	6.051063
AS3MT	2.74286	4.79047
RPS6KB1	57.557553	49.004587
TOP1MT	6.23036	8.24428
HOMER3	3.920519	4.322873
KRTAP17-1	0.0	0.0
MGST3	2.44256	4.46939
PGS1	27.32722	31.43365
NFKBIE	16.1269	17.8658
LMO3	0.0	0.0
CDC25B	122.09325	126.67563
SACS	5.321972	5.125944
UNK	25.289980196253	21.22076
GTSF1	0.725776	3.4184459
SNX20	24.21432	30.553913
CD81	8.11115	16.516681
ENOX1	0.0	0.0
DOPEY1	15.9940037001812	14.3073378
METTL16	16.124542	19.987283
BFSP2	1.3346161	1.26751
ZFP41	7.785583	9.25713
MYO1F	122.867095	125.93897
MYT1L	0.0	0.0
GDI1	84.27006864	59.1687100612953
NAP1L2	0.0	0.0
ACVR2A	0.324171	0.2684
NCL	606.49702	533.619587
ATP2A2	128.628995	125.44297
AK6	140.3012278	148.841816
RPS14	2336.47308	2473.47331
SLC2A9	8.7819661602	10.658055
POMP	276.490548	308.454351
TINAGL1	0.595477	1.811945
CAPN5	4.792061	2.030062
A4GALT	0.136296	0.0
LRP8	10.5062752	9.48084800096961
POP7	38.16864	41.80529
SLC8A2	0.0177766	0.0192184
MFAP1	21.2138	21.8115
SIRPA	0.9606334987	4.691402
HOXD9	0.0	0.06087
NMBR	0.18078	0.0678696
SPTBN4	0.046913318	0.10737429
TPP1	40.4639	31.21242
PHACTR1	0.127592	0.0
ALDOC	4.96642	3.901168
SPINK4	0.0	0.40112
EPYC	0.0	0.0
ADRA1A	0.0173821	0.0238244
GUCY1B3	2.46099	4.38043
HERC4	40.8833104	40.498229
NKD1	1.397083	0.5200226
AAK1	67.6321	50.494037
C17orf97	0.0	0.0
NOX3	0.0	0.0
LDHAL6B	0.544981	0.151911
NAA60	89.5847054377	79.368658
EHD3	42.5935	44.3924
RRM2	208.6276	261.95669
ABT1	27.6406	25.2081
FIBIN	0.0	0.0
SLC10A4	0.0	0.0
DRD4	0.0	0.0
KRT77	0.0	0.0
YTHDF1	54.9781	48.10983
C15orf52	0.112579	0.021575
TCF25	208.475521	161.677265
PLCD4	2.090747	0.793761700309064
MYADML2	0.0	0.0
FCAMR	0.0	0.0
ICAM5	0.96854	0.878295
PMCH	0.0	0.356387
TPPP2	0.0	0.0
PTTG1IP	38.729057	41.936227
ZCCHC2	16.66317	16.275519
VPS72	53.320064	49.0659394843
RCN3	19.010464	13.06025
DNAJC18	4.77678	4.8927
ACAD8	21.405803	12.3203664
SPAG5	87.885531	61.696059
FAM20C	0.395307	0.642134
TAAR1	0.0	0.0
GIMAP7	194.01562	211.150028
NEURL1B	1.88797	2.198851
CAPN15	13.098101	11.69151
DLG2	6.142427	1.6807882
MINDY1	16.763254	12.53490816112
ZNF787	28.943399	21.539381
ACTA2	0.0868761	0.180855
LRRC63	0.0	0.0
RMND5A	23.625356	21.62235
ERICH1	12.9589	13.46806
ECSIT	41.400729	41.40591504
YARS	56.699255	54.909534
PPM1D	18.96869	17.073158
MACROD2	0.0	0.219008
MMD	57.01572	60.703857
CDNF	1.285729	1.02621
ZBTB6	2.5758	2.576105
RCAN1	6.77099	7.36935
GNS	16.8203707	14.1071554
ECI1	24.9511	26.8845
MYOZ2	0.032404	0.0
HEG1	7.522039	9.964113
ELFN1	0.0	0.0
POM121L12	0.0	0.0
TPRKB	38.544367221313	44.610754
POLRMT	19.55754645	20.8495836
OR1E2	0.401553	0.0878947
COL23A1	0.42896	0.320986
TAS1R1	1.54993	1.30394
MTDH	143.289545	123.823777
SDHAF2	30.1667	29.4178
TMOD4	0.955759	0.3730305
CCDC36	0.11699	0.0731528
TM7SF3	18.4662	17.738212841
YPEL2	2.69597	2.50958
PNPLA7	23.968993	13.413837
AMBN	0.0	0.0
FAM151A	0.0	0.0
CCDC84	25.754193	19.218025
GEN1	11.945647	15.208046
FAM110A	23.38384	21.645612
ANKRD66	0.0	0.0
CDK4	324.12339	415.54728
GOLGA3	20.425039	18.05615
SLC38A11	0.254096	0.311777
VPS54	84.35082	62.771888
TMEM128	73.93746	61.822877
SLC25A10	21.420889	25.633233
FGD4	1.363152	1.6555453
GID4	9.07292	7.84545
CLRN3	0.0	0.0311423
AP4M1	19.004497	11.483073
ZNF112	1.366328	0.3467011
EIF4E3	22.8078	20.975
MIA	0.0	0.0
GMIP	85.01743	74.562614
HMGCLL1	0.0692928	0.0318082
RBM11	1.072019	0.5508675
ATG16L2	51.4052644111489	50.300115
SLC4A9	0.055564	0.0
ABCE1	65.614285	73.776406
C1QL3	0.0	0.0824137
TRAPPC1	85.004888	87.987684
PTBP3	158.333459	155.290792
GGNBP2	67.889791	55.247793
SLC35B2	31.3405	38.3937
PSMB7	207.9240125	220.4933731
TRIM10	0.0339292	1.0791
PAPSS1	23.562617	19.815952
POLR2J	127.20211	126.422323
EPHX1	15.861568	12.9168
ZNF691	4.732887	3.597486
MED18	6.76072	9.22375
EMILIN1	0.990714	1.649536
NDC1	22.8147000494651	24.440191115
CYP2R1	0.3136276	0.4865097
SLC4A1AP	26.50578	24.136316
CNKSR3	0.108256	0.1192
SLC9A1	25.136349	24.661316
HINFP	25.009731	24.2227203
FAT2	0.0	0.0
TTC5	31.7326	32.4437
DPH3	65.864495	78.699876
EGR3	6.96533	6.06052
BCHE	0.226366	0.0
CHAT	0.0267886	0.110829
RENBP	3.801181458222	3.755892
NYAP2	0.0	0.0
TWIST1	1.78511	1.00622
SURF2	51.26087	45.43874
NAA35	37.617245	36.326777
RAB6B	1.672147	2.579658
NEDD4	41.08477	31.426111
RPS5	2123.48801	2229.81834
MRPL19	51.41073	53.28283
PHF20	18.791824	13.23588
ABCA2	78.8474	58.9025
SLC15A5	0.0518648	0.0
ZBTB8A	4.94102	4.79178
ZFYVE27	24.935872	18.356763
CXXC1	52.6838	51.8452
SLC24A4	0.0165722	0.0
FOXC2	0.0276645	0.0
METTL8	4.293884	5.196261
TRA2A	47.853	71.4849
LRRC25	0.302776	1.18432
ZBTB46	0.5873788	1.1794068
ELOVL7	0.23915	0.299133
ARHGAP11A	40.31543	38.574372347
TMEM89	0.0	0.0
CNTN1	0.743480891	0.557423
CDC23	52.359247	50.727733
DISC1	0.761538	0.828768
BAMBI	0.102433	0.180786
TMPRSS4	0.090618	0.0
PRAMEF6	0.0	0.0
ZFAND2A	20.84827	12.71457
KIF19	15.922634	11.632388
UCMA	0.0	0.0
RBCK1	140.110307	139.66785
LDLRAD3	0.6553179	0.3147846
DDX27	78.449789	68.671104
IL1RAP	6.5683754	8.054389
SLC1A2	0.0392641	0.500348
SOCS3	33.572549	29.27846
ZNF93	0.363815	0.4117948
DAPK3	60.206644	55.47905
HS6ST1	5.42321	4.9349789
PYGO2	29.035208	38.22555
SAMD14	0.406061	1.15386
PTPN21	2.83085	2.2665112599
SERPIND1	0.186737	0.103423
ATPIF1	234.50288	264.26427
SLCO2A1	0.1843181	0.2727681
VPS13D	19.5490901	17.5294589
PLEKHO2	63.491468	58.186456
RNF113A	22.9883	17.233
WNT7B	0.0	0.0305037256053
CPT2	13.86225	15.071183
MRPL36	77.6222	90.4755
HAO1	0.0	0.0
VPS35	36.019737	46.6713
LEMD2	22.6559	20.0169
KCNK13	0.0	0.0
C1orf106	0.0251228	0.3560948
FKBP5	182.351268449418	180.7886015
KLF4	11.722854	5.587600131264
DHX33	17.818689	17.241296
MBD6	27.77698	22.02169
PRSS41	1.627896	2.117397
TBC1D2B	42.31874	41.7758200347344
FOXJ1	0.115177	0.0794782
RNASEH1	24.8432	23.4049
TTLL3	7.27165457	2.4630411
TIMM23	159.520037	198.837429
HOXC6	0.0494063	0.0687247
ZEB1	16.238058	13.447803
AIFM3	0.0322264	0.044534
PKD2	0.507235	0.446321
UBTD1	1.33405	3.42838
HECTD3	32.78707	25.728668
PPOX	21.8303300223967	15.915292
IMMP1L	17.0771	21.7746
ZNF428	2.4865000196523	3.098078
USP47	39.1401439	33.5880568
MYH9	411.874922	388.8634547
PROKR1	0.2986276	0.0250291
GDE1	52.46615	58.69408
GMNN	130.470161	136.043043
PKMYT1	43.709	41.8491
PCDHB10	0.0	0.0
PPP6C	61.03078	77.10738
LRGUK	0.0245232	0.0
NR2F1	0.0	0.0
SMPD2	15.900163	12.577311
SLC35C2	43.8032510232184	44.1940706
CMTM8	0.0	0.1511745
HIST1H2BM	13.2837	53.6074
ACYP1	11.52812	10.69718
CLCA1	0.0	0.0
CGREF1	0.474757	0.0
STOML2	150.338022	130.020594
CTR9	22.59294	22.484419
AHR	1.117562	0.545883
MRGPRX2	0.0566168	0.0245175
GRB2	158.28726	170.515120099542
DPH2	17.0699	14.51625
CHMP3	70.282108	62.616573
DKKL1	6.449938	7.917774
CATSPERD	0.0589576	0.122083
KIF15	51.169857	38.439907
EXOC3L4	0.0257157	0.0354489
FABP6	0.0	0.0
OR4C13	0.0	0.0
CRY2	2.83161	2.131113
ALDH3A2	33.319746	33.054494
TXNL4B	6.12382	7.62792
ABHD4	21.4199772267	20.09841
H1FX	2.83287	5.53339
OSR1	0.0381316	0.0
DNAH5	0.0	0.0
ASB16	0.0529265	0.0364898
BPIFA3	0.0	0.0
CTU2	31.836517	37.933501
SCN9A	0.0205217	0.0281348
ZNF597	9.2482	9.84639
BID	30.360258	37.544085
DTNBP1	42.2782	37.203595
PPP6R1	135.66911	131.543773
ATP6V1G1	55.4179	67.4457
C2orf80	0.0	0.1462565
PPP1CA	701.776	839.26
SYT6	0.0	0.230638
GK	0.0	0.0
NEMF	27.8619	24.238
PURA	12.3608	11.8538
NUBPL	8.576589	7.3597185
TMEM242	69.51507	63.410562
EEFSEC	24.471763	27.074616
REL	14.7841	10.1321
FLNA	378.041292	371.8504
NPPA	0.388936	0.275537
TMEM203	19.0495	18.8903
SUSD3	18.42213	19.61247
CA10	0.0	0.0798012
CACNB2	0.0215862	0.0
TMEM102	0.0397854	0.165416
TECTB	0.0	0.0
PLXNC1	12.480761	12.364361
C11orf1	13.491885	9.342783
CDH22	0.0201076	0.0414504
AMY2A	0.163578	0.0606573
CREG1	8.1584	14.7599
XDH	118.798	77.7976
HMOX1	9.16633	12.3366
ZFP82	3.028159	3.889052
BAG3	14.6985	12.1013
SKP1	85.3671	98.37602
CNGB1	0.0245443	0.0162639
PRRG3	0.173531	0.0703782
TDO2	0.3383801	0.0
ECHDC1	12.022634	13.26977
PLBD2	21.71916	23.800168
AKAP12	4.717911	5.023616
ADIPOR2	53.63506	55.923004
RPS6KA3	35.55806	30.977722
MTFP1	4.309043	6.47463
EXO1	36.34265	38.19744
GLDN	0.0	0.0
SATB2	0.4196747	1.09815
PRM2	0.13108	0.0
PLAA	61.383927	64.399353
MPDZ	0.00973389	0.0
HP1BP3	268.80445	211.24848
RILPL1	1.682442	1.2974734
ABHD10	10.793009	11.00962
NFIL3	41.6982	30.4454
PDZD3	0.069565	0.0481131
FRAS1	0.0	0.0
LRRC43	0.0	0.0
GHSR	0.0	0.0
MTSS1	5.11188	4.46769
KDM4A	55.278654175	46.528003
EGLN3	2.15472	4.65546
IL17B	0.0	0.0
ISL2	0.1781547	0.14231109
WDR74	54.3139	60.6992
FAM53C	18.614336	18.60893
DNMT3L	0.0	0.0
GIMAP4	728.8783	659.9678
LEPROT	51.6874	47.7513
KRT4	0.0	0.0
SLC18A3	0.0	0.0
EPHA4	0.0430595	0.0
NCBP2	61.896657	72.79575
FBXO38	24.6157	22.9941
TMEM239	0.0166188	0.0879287
C9orf131	0.494625	0.0
NCKAP5L	4.988532	5.34159
DPPA4	0.0	0.0
USP16	46.436816	44.5116451
WBSCR28	0.0	0.0
GOLPH3L	21.641349	20.2478990229815
UVSSA	6.6152529	3.73714
RAD17	13.637916	14.92598
RHBDL1	2.44013	1.974007
SMAD1	1.848597	2.13245
KLK10	0.172929	0.0
RAP1GDS1	43.2475685	46.138019
KPRP	0.0	0.0
GET4	83.621074	104.367626
TCF7	72.445	126.9312
OR10Q1	0.0	0.0
SULT1C2	0.0	0.0
RBM47	15.2014295353301	12.927567
SP2	33.4039	37.482918
ARHGEF18	48.031983	44.738175
TMEM59	70.5036	58.81070051
XKR8	4.349156	3.830011
BDH2	0.0239037	0.3274664
MUC13	0.1794558	0.457562
RAPGEF4	0.2660393	0.955634
KCTD19	0.0	0.0
ASAP2	1.055222	1.52092
FAM102A	53.15236	58.696016
CBX4	63.8792	48.3251
RALA	15.3468	15.4738
ZBTB34	2.1713793	3.110023
DEK	282.115846	271.998278
ADH7	0.0	0.0
SPATS2	11.5963	10.0451
LYRM4	8.2287	8.71849
DARS2	16.838423	26.2474161
SART3	36.180482	30.901814
CLGN	14.90878	17.29267
IMPA1	72.46942	92.013499
SLC9A6	13.8341205	9.435337
FARP1	38.00256829819	32.70821
PITPNC1	37.83314	27.02621
TNFSF10	13.29835	18.90094
SPN	491.78286	539.0502
AGO2	25.7053	23.6018
RSAD1	4.145323240362	3.626915
DHX57	10.10107	7.399923
PENK	173.1735	43.8813
OR2B11	0.0	0.0
NCLN	73.83862	67.43870504016
ADAP2	0.173333	0.656445
ALDH5A1	1.32852	1.59027
ENO4	0.1177999	0.0406544
C16orf70	14.656181	12.402122
ANGPTL4	12.199798	10.556347
NPR1	0.22417	0.0
PGC	0.0	0.0
OR7G3	0.0	0.0229312
CCNT2	20.852085	14.454209
MNS1	39.27278	27.75794
APOBEC4	0.0	0.0
GPR174	23.484246	25.31283
TRAPPC5	15.301159	16.789126
ARHGEF15	0.3441715	0.2896406
SCN11A	0.411054	0.155439266195
PLA2G2C	0.0	0.0
ABHD14B	6.183126	4.6336
SLC22A13	0.0992489	0.0
PRPSAP2	27.294882	26.77777
BOP1	58.6811	65.8305
AKT1	273.794771	269.206642
CCDC85C	3.38939	4.99842
SAMD1	43.30274	55.19071
CPSF3	53.348	52.8903
WFDC13	0.0	0.0
ZHX3	3.174284	3.2247781
HADH	58.158117	67.029749
UTP15	18.7739	21.3215
TBL1XR1	48.675631	44.22676
PEPD	19.426415	22.286102
IGHMBP2	9.090078	7.73303
RTP2	0.0	0.0
COL11A1	0.074194	0.0
ONECUT1	0.0	0.0
IRX4	0.0	0.0
PDCD1	440.559	536.686
OR56A5	0.0	0.0
ZSCAN29	17.3746	13.03708
GIPC1	36.097584	39.570084
SMURF1	13.333222	10.638799
MAZ	280.88297	234.65132
INSIG2	22.4841	17.0943019
HSPA13	9.781289	13.323311
FOCAD	16.2738201	11.5378922
EXOSC3	84.75134	77.09556
SPRR2E	0.0	0.0
ARL4D	14.8799	13.0151
RAD23A	104.10796	116.88154
RPS6KC1	4.494921	4.064957237
GFM1	60.4782	70.3055
ZNF146	30.093177	23.21874
IP6K2	39.484508	37.462354
DACT1	0.468963	0.140352
DOPEY2	11.9068	9.30975
MBD3L1	0.0	0.0
ZNF879	0.0	0.0
CLDN16	0.0	0.0
C3orf52	0.0	0.0
KLRD1	84.46736	66.22411
COG7	8.052441	8.09703
LACC1	3.463772	2.790099
TMEM176A	1.197834	1.261967
DYNC1I2	59.234517	58.44493
SAFB	92.461524	72.728298
PEX10	3.378852	5.506836
ACCS	21.781482	19.381239
TAF1D	98.591595	77.545907
PLCB1	0.0105047	0.29719946
AURKAIP1	130.331738	149.889311
HAS3	0.062141	0.0245595
RAB5C	154.842277	178.12501
ABCD2	0.162628	0.657266
KCNQ3	0.4681103	0.6841423
LINGO3	0.043407	0.11949
BMP2	0.0	0.0
KIF27	0.0165837	0.0227815
MYO9B	68.88477	57.95848
OR4C3	0.0	0.0
CXCL2	0.1472316	0.0
ADAM2	0.0	0.0
LAD1	14.644304	18.7676
RXRB	54.792435	51.738336
POLD2	78.23947	81.40401876
OTX2	0.0	0.0
TBRG1	65.5905246	73.451042
RABEP1	19.949293	16.915562
NEUROG1	0.0	0.0
FFAR2	0.201153	0.718587
NTF4	0.575346	0.414192
NCOA6	20.804241	16.758556
GCA	3.92176	6.40936
KRTAP10-7	0.0	0.0
PDE7A	66.47573	54.84721
TTC12	0.164773	0.1760972
FBXO24	0.613617	0.488797
NFE2L1	35.90108733	36.8870421272
SBK2	0.2653418	0.1919542
C1orf53	17.189643	18.935033
SALL1	0.0419782	0.0192033
DTNB	27.532204	22.926487217108
FMO5	3.012314	3.198948
USP39	56.96	60.4118
RAB10	70.5453	77.6529
SPATA9	0.0775279	0.109017
DNAJB2	2.80857	4.097173
PDZRN4	0.0	0.0
PSIP1	74.098976	68.902925
MAP2K2	117.672965	130.932594
SCAF4	29.6497	31.7459
PRSS55	0.199314	0.0
CABIN1	56.294353	46.340927
SLC35G3	0.0481816	0.0669897
DPM3	81.94816	91.48032
SPATA33	0.153253	0.1744897
SNX33	3.6722	3.11073
SHROOM4	0.0	0.0423378
NDUFV1	114.415260538832	106.991109
PDZD7	0.0571131	0.314123
CSF1	26.15354	18.29047
CCNG1	59.3537	86.9691
SMC1B	0.0551425	0.0505348
MTCH1	164.9196	173.25383
ASB3	14.360016	15.065569
SUN2	129.42389	118.26401
LIMK2	50.842	51.899117
KCNG3	0.0	0.0306465
ZNF628	12.3615	10.1948
ARL2	12.370435	12.402517
RNASE10	0.0	0.143475
ALPI	0.0463191	0.0
ATF7	25.98973	16.8540082
MARCO	0.0399623	0.0553875
BIVM	6.230328	7.722871
TSTD2	24.67766	29.433707
HIBADH	26.1078998	27.5177598
ERLIN1	11.258703	12.372617
FGFR1OP2	125.396368	122.316813
DUSP21	0.0	0.0
ZBTB42	7.71632	8.97637
ABRA	0.0	0.0
L1CAM	15.186195	11.413779
SLC4A2	41.819258	36.624076
CCDC88C	45.5298000022208	31.9502
COPS2	83.401789	81.5929
TRPM2	2.3356966	2.067377
HYLS1	10.986959	13.629474
SLC12A3	0.420219	0.276543
UXS1	26.867184	36.865841
MSX2	0.0	0.17086
C7orf49	5.778179	6.416555
SPATS2L	0.3600178	2.840355
G6PC	0.0	0.0
PGPEP1L	0.0	0.0
GPR180	7.80228	6.25251
GLMN	12.099026	14.236625
RANBP2	26.11506	29.736145
CTIF	0.76014	0.59799
IFT52	55.397726	49.799528
CCDC25	36.8977	33.1936
C1GALT1C1	12.2793	15.3714
CNP	65.7366	70.3527
TMEM126A	50.964211	61.44244
SENP1	41.123169	34.506893
INSC	3.574084	3.930734
ERCC1	45.004363	39.18791
NR3C2	0.0508316	0.0350315
SLC26A11	4.005626	3.161982
LPAR5	15.201992	23.1756
TMEM41A	6.3544	5.85861
CNPY3	27.70615	25.731538
NUMA1	85.87922	81.77196
SDCBP	149.737736	173.518719
RNF7	71.1615	94.23425
HEPHL1	0.0	0.0
F11R	0.722269	0.560292
GLG1	44.426832	41.63938000052
CR1L	120.9867688	117.5155986
MINDY3	70.592198	62.756169
WDR90	20.047293	18.3641749378
FAM96A	101.214	119.16
CREBL2	2.505803	2.1856132
ADAM7	0.0	0.0
HAP1	0.635117	1.4568271
HIF1A	91.80328	97.80098
UNC5B	0.237915	0.309148
WARS2	4.115968	5.30589
PIGL	10.366471	9.42728
PPP1R13L	2.239855	1.15404
FAM129A	40.05496	44.77928
HNRNPD	649.971387	620.766857
NANS	108.023578	112.8736486
OR6B3	0.278309	0.0
MYH7B	0.0119115	0.0490029
SEMA3B	0.0217429	0.0
COLEC12	0.0736379	0.0357371
LRRC39	0.665506	0.508625
TMLHE	1.80305	1.75031
NOL7	97.6601	92.0474
ST6GALNAC6	20.89217	19.0966250094101
FARSA	62.954698	70.308431
BCL2L12	30.82381	36.236903
IRS1	0.0	0.0
EFCAB11	1.77607	2.45885
SUCO	17.365153	17.603557
ST8SIA1	0.2141567	0.367184
HSD17B1	0.0	0.165482
CTDP1	28.1338	26.912
GDPD4	0.0	0.0
CFHR2	0.0	0.0
ZFYVE1	12.1219	8.63816
DENND5A	27.003645	27.206869
METTL24	0.15371	0.0
CAV1	0.0	1.14931
FAM163A	0.0	0.0
M1AP	0.298627	0.0547695
ATG7	21.7715809	26.2390356
MSL1	79.73337	72.70609
UCHL1	4.208107854	7.47394
GAS8	9.295142	6.763142
RGS14	44.57042	47.1745
PIGG	2.8968715569	3.361239
HLA-DRA	0.0	0.0
RRN3	19.9907	22.7734
UBE2H	32.548748	33.389463
FAHD2A	25.804917	15.03107
LCN9	0.0	0.0
HSPE1	154.161096	210.856748
C5orf42	6.5226	4.952263
CDK8	24.536918	25.0565211
OR2D2	0.0694298	0.0
MOSPD3	52.45734	60.344487
C12orf43	31.83785	30.926268
HEMGN	0.0662593	3.20162
ATG4D	35.340612	42.124231
ALG6	9.390453	10.001812
SPINK13	0.321715	0.457594
SPARC	0.0955338	0.0
SLC35F5	2.186451	1.29354
ZSWIM7	8.29863	5.25054
ATG14	4.39123	3.21548
TRMU	18.96586	11.069957
MRGPRD	0.0	0.0
REN	0.0980715	0.0
YOD1	3.17774	2.06343
NXPE4	0.1830872	0.216365
FAM149B1	27.1832833	21.258758
TNFRSF9	251.32919	230.51695
PPM1M	34.6286	36.844184
ANKRD22	0.1138872	1.662632
KMT2C	10.6773843	7.7561925
CDH18	0.0	0.0
ACLY	157.86243	164.25735
TMEM220	0.439905	0.203973
LRP2BP	0.0513831	0.2145859
MEIG1	0.0	0.0
C21orf59	37.64798	35.238902
C16orf78	0.0	0.0
PHEX	0.0683079	0.2561345
GPR107	19.9903897	23.7065498
TAF4B	4.35201	3.4779
IL31RA	0.751757	1.20187
SNX8	4.71488	5.608548
GNB2	424.60591	526.93035
C11orf52	0.0	0.0
SLC16A7	0.0759233	0.1882995
ZFAND3	29.1928	28.4543
MRPL10	62.0629	66.4654
KSR1	35.5175082	36.6973
ALAD	55.02121	62.59758
PRAMEF20	0.0	0.0
MBD4	7.974053	10.56976
FAM78A	40.96808	41.767569
GPANK1	45.96118	42.473336
PPP1R42	0.0	0.0
SLC16A4	0.4114908	0.1618462
OR2F2	0.0	0.0
SDK2	0.0149166	0.0
OR6C2	0.0	0.0
CRYGC	0.0	0.0
GPR143	0.0	0.0
SLC13A2	0.0	0.0
FGGY	1.4225920227256	1.617774
OR1Q1	0.0	0.0
DDX10	41.7953	39.0658
DHRS1	64.643679	62.941427
HIST1H4C	9.67567	9.69041
TTYH1	0.304803	0.3708765
ITGB1	99.89	98.6928
CTXN2	0.0	0.0
NXPH4	0.0	0.128964
ADAMTS8	0.0	0.028635400576418
GLS	137.8685623	133.050427
IL18	1.702784	0.955358
ZNF613	4.9230131	3.9755719
C16orf90	6.756915	10.175225
CTRB1	0.0	0.0
TBK1	53.45117	42.6757
KIAA0408	0.0518154	0.0553455
GALR2	0.25768	0.0
DBH	0.0	0.0
CNOT3	115.4019	99.924212
VSIG2	17.22671	4.254189
OR52K2	0.357923	0.393939
LST1	10.1773	11.211
MYLPF	38.98557	52.41161
KANSL2	57.0673	51.2647
CAB39	123.734055	115.353323
LBP	0.5441745	2.40059
TEX35	0.0	0.0
LRRFIP2	35.8242350092285	27.225966113315
STPG1	0.0	0.0
PPP2R5A	101.3250259	89.08704
TMEM243	28.109594	22.683364
TCF15	0.0	0.0
GLYATL3	0.0	0.0
CD70	7.5266	8.68416
SSR2	256.632592	298.427619
LRP3	0.0	0.0263608
BCORL1	1.413412	2.16627
MPZL2	0.58321	0.3945771
DOCK5	11.2989	9.63757
VDAC3	124.3740236	142.7437246
BRSK2	0.0	0.0
C15orf65	1.440882	1.653722
YWHAZ	384.638289	415.12052
MAGEB4	0.0	0.0
LCE1F	0.0	0.0
ZNF287	12.6289254	8.711326822
ANKRD13B	5.747921	7.578078
ATAD1	51.8315	52.5473
SOX12	0.997092	0.867508
MTX2	33.86766	33.15763
KCNK18	0.0247425	0.0
ADAM12	0.0	0.0
KBTBD2	14.045245	12.673251
SH3TC2	0.0652219	0.201572
FAM114A2	33.87373	28.311662
NSMCE2	54.824322	47.897325
SLC35D3	2.21096	2.57574
PDCL2	0.0	0.0
ASTN2	0.0	0.0
DENR	120.160133	106.571527
TWF1	34.03245	23.265900142431
KCND2	0.0	0.0
CEP72	7.73188	5.33276
CACNA2D4	0.7037559	0.2474071
PILRA	0.617156	1.853066
GSTZ1	8.86178	9.93095
FRMD5	0.56765692758	0.85184
FAM210A	9.25401	7.56208
RANBP6	3.58809	3.6407
CD300E	0.0	0.0
CUTA	144.8745	157.7362
TMBIM1	14.832898	20.832717
SLC17A8	0.183182	0.0840479
PLEKHH2	0.0	0.0
PIGU	30.989323	29.791938
ENO2	2.231496	4.8815890393645
HEY2	0.0	0.0
EFHD2	293.902	304.46
ADI1	21.7523	31.4915
LHFPL3	0.0	0.0
SLC5A7	0.0	0.0
NRIP2	0.739371	0.935741
TMEM87B	5.104207	3.625832
GC	0.0	0.0
HEXIM2	4.284137	4.613174
ITPKC	5.294406	4.223969
RRAGC	39.914553	40.477288
ALKBH4	28.218903	28.749019
MDFI	0.102546	0.158366
GDAP1L1	0.0665512	0.148606
SLC9A3R1	136.991	166.439
TAS2R42	0.0	0.0
CCDC174	25.266893	20.1222599
CLDN4	0.0	0.0590165
HMP19	6.4023449	15.246202
CEP55	57.57507	55.58223
PLCZ1	0.0	0.0
AQP3	1.75467	1.184009
UBE2Z	58.2899	63.1782
PSMD8	275.579324	291.045736
CNEP1R1	23.995376	27.508614
TBRG4	87.86193465	78.530921
GTF2H4	18.075355657	25.762639
FRA10AC1	14.9848	12.2568
TNRC6B	7.59165	6.54696
SLC35A3	19.697237	19.5985129
ABCF1	148.55344	119.05954
TTC30B	0.628187	0.795555
MPDU1	125.116559	119.366649
LIX1L	0.791615	1.17767
SMLR1	0.0768036	0.263098
STARD3NL	59.123894	56.210339
ZP1	0.0	0.0
ATP12A	0.0	0.0
CHRM1	0.0833791	0.0
GDA	1.484981	4.18767
OAZ2	30.7251	27.61825
LYNX1	0.147613	0.253653
ZMYM4	11.910438	10.454583
FBXO5	53.0381	60.0501
NLRP4	0.0	0.0
EML4	20.48316610943	25.241238912
CRISPLD1	0.0796085	0.13247
MREG	3.898	1.88842
HEMK1	4.00497	3.281785
SIKE1	95.478851	74.3587863
C7orf57	0.0	0.0
RTN4R	0.0	0.0
UBE2T	21.738192	24.54791
MED24	51.520967	42.37439
MSANTD3	0.0	1.828601
GOT2	217.78548	235.83845
OR5B3	0.0	0.0
HTR2A	0.0758188	0.0348327
PIK3IP1	27.784963	21.77010652
TIMM10	25.65952	29.2153
SIRT6	16.297638	20.554893
ANKRD46	13.5611	17.6315
HCN4	0.024002	0.0
RUNDC1	13.8092	14.0226
KCNRG	0.196863	0.418592
ANKRD24	2.2923788	1.4850288
EFCC1	0.0276247	0.0
PTPRN	0.0419511	0.0577253
ASCC2	32.5341	31.2817
BUB1B	84.30403	94.60492
PVALB	0.0868953	0.122635
RBM27	17.68614	18.27915
B3GNT9	1.858961	2.388772
TVP23A	1.60226	0.195674
FANCG	30.64972	24.45645
ARID5B	14.5254159	8.30521
ZXDA	8.47124	7.2481
FBXO18	32.307417	25.956677
